,Unnamed: 0,SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,kineticLaw-,kineticLaw--units,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,sbml charge,sbml compartment,sbml id,sbml initial amount,sbml initial concentration,sbml type,selected,SelfLoops,shared name,Stress,TopologicalCoefficient,genename,new_names,new_association,reinhardtii_gene,number,Gene_name,differences_0,total_0,JC_distance_0,differences_2,total_2,JC_distance_2,differences_4,total_4,JC_distance_4,SFS0,SFS0_theta_pi,SFS4,SFS4_theta_pi,connectivity,max_connectivity,sum_connectivity,new_name
73,414,476,5.68353455,0.000175,0.17594685,0,4,12,FALSE,0,,"propanoyl-CoA:formate C-propanoyltransferase, mitochondria",11,4,0,0,0.73980364,,,R_PCFPTm,,,reaction,FALSE,0,"propanoyl-CoA:formate C-propanoyltransferase, mitochondria",3437454,0.29411765,,"propanoyl-CoA:formate C-propanoyltransferase, mitochondria",CRv4_Au5_s1_g1862_t1,Cre01_g044800_t1_2|PACid:26904208,253,Cre01.g044800,46,1585,0.029598522,17,371,0.04728164,59,442,0.146991897,"[1625, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000329409,"[442, 3, 2, 2, 2, 1, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013157333,"[['257', '4'], ['477', '4'], ['476', '4'], ['256', '4']]",4,16,Cre01_g044800_t1_2
74,415,477,5.35576676,0.00013,0.18671463,0,4,12,FALSE,0,,"propanoyl-CoA:formate C-propanoyltransferase, chloroplast",8,4,0,0,0.75801296,,,R_PCFPTh,,,reaction,FALSE,0,"propanoyl-CoA:formate C-propanoyltransferase, chloroplast",817516,0.28,CRv4_Au5_s1_g1862_t1,"propanoyl-CoA:formate C-propanoyltransferase, chloroplast",CRv4_Au5_s1_g1862_t1,Cre01_g044800_t1_2|PACid:26904208,253,Cre01.g044800,46,1585,0.029598522,17,371,0.04728164,59,442,0.146991897,"[1625, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000329409,"[442, 3, 2, 2, 2, 1, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013157333,"[['257', '4'], ['477', '4'], ['476', '4'], ['256', '4']]",4,16,Cre01_g044800_t1_2
75,201,263,5.31004367,0.000186,0.18832237,0,5,12,FALSE,0,,D-lactate dehydrogenase,47.8,5,0,0,0.76055313,,,R_LDHm,,,reaction,FALSE,0,D-lactate dehydrogenase,47955386,0.29433962,CRv4_Au5_s7_g13927_t1,D-lactate dehydrogenase,CRv4_Au5_s7_g13927_t1,Cre07_g324550_t1_3|PACid:26889254,95,Cre07.g324550,21,630,0.034096781,26,150,0.197106606,33,178,0.212957813,"[806, 4, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002149244,"[213, 7, 5, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019805048,"[['263', '5']]",5,5,Cre07_g324550_t1_3
76,205,267,5.25301824,0.000728,0.19036675,0,5,12,FALSE,0,,Hydroxyacylglutathione hydrolase,42.8,5,0,0,0.76372121,,,R_GLYOXm,,,reaction,FALSE,0,Hydroxyacylglutathione hydrolase,18040288,0.24588235,,Hydroxyacylglutathione hydrolase,CRv4_Au5_s12_g4217_t1,Cre12_g557700_t1_2|PACid:26907134,626,Cre12.g557700,26,537,0.050050638,12,115,0.112359209,43,172,0.304098831,"[511, 2, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004239534,"[142, 4, 7, 4, 3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.04016637,"[['267', '5']]",5,5,Cre12_g557700_t1_2
77,208,270,4.63806833,0.00118443,0.215607,0,5,12,FALSE,0,,Acylphosphatase,106.2,5,0,0,0.79788509,,,R_APhi,,,reaction,FALSE,0,Acylphosphatase,14306078,0.25107399,CRv4_Au5_s12_g3901_t1,Acylphosphatase,CRv4_Au5_s12_g3901_t1,Cre12_g541850_t1_2|PACid:26907609,210,Cre12.g541850,12,194,0.064555957,8,52,0.172180831,16,51,0.406351164,"[190, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007849875,"[50, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008330129,"[['270', '5'], ['883', '5'], ['884', '5']]",5,15,Cre12_g541850_t1_2
78,821,883,4.64577447,0.000534,0.21524936,0,5,12,FALSE,0,,"Acylphosphatase, chloroplast",105.4,5,0,0,0.79745697,,,R_ACPh,,,reaction,FALSE,0,"Acylphosphatase, chloroplast",8720878,0.25217391,,"Acylphosphatase, chloroplast",CRv4_Au5_s12_g3901_t1,Cre12_g541850_t1_2|PACid:26907609,210,Cre12.g541850,12,194,0.064555957,8,52,0.172180831,16,51,0.406351164,"[190, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007849875,"[50, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008330129,"[['270', '5'], ['883', '5'], ['884', '5']]",5,15,Cre12_g541850_t1_2
79,822,884,3.85974827,0.0012981,0.25908425,0,5,10,FALSE,0,,Acylphosphatase,212,5,0,0,0.8411251,,,R_ACP,,,reaction,FALSE,0,Acylphosphatase,9962590,0.2980226,CRv4_Au5_s12_g3901_t1,Acylphosphatase,CRv4_Au5_s12_g3901_t1,Cre12_g541850_t1_2|PACid:26907609,210,Cre12.g541850,12,194,0.064555957,8,52,0.172180831,16,51,0.406351164,"[190, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007849875,"[50, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008330129,"[['270', '5'], ['883', '5'], ['884', '5']]",5,15,Cre12_g541850_t1_2
80,222,284,5.33470331,2.47E-05,0.18745185,0,3,12,FALSE,0,,Acetyl-CoA C-acetyltransferase,43,3,0,0,0.75918315,,,R_ACACT,,,reaction,FALSE,0,Acetyl-CoA C-acetyltransferase,29450,0.37168142,,Acetyl-CoA C-acetyltransferase,CRv4_Au5_s2_g9723_t1,Cre02_g146050_t1_2|PACid:26900812,719,Cre02.g146050,78,919,0.090073507,27,164,0.185877123,93,339,0.341521559,"[907, 1, 4, 1, 1, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004530358,"[309, 4, 10, 2, 0, 0, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022954092,"[['1455', '4'], ['284', '3'], ['1456', '3']]",4,10,Cre02_g146050_t1_2
81,1394,1456,5.90855381,7.40E-05,0.16924615,0,3,12,FALSE,0,,Acetyl-CoA:acetyl-CoA C-acetyltransferase,8.33333333,3,0,0,0.72730257,,,R_ACACT1,,,reaction,FALSE,0,Acetyl-CoA:acetyl-CoA C-acetyltransferase,922418,0.61111111,CRv4_Au5_s2_g9723_t1,Acetyl-CoA:acetyl-CoA C-acetyltransferase,CRv4_Au5_s2_g9723_t1,Cre02_g146050_t1_2|PACid:26900812,719,Cre02.g146050,78,919,0.090073507,27,164,0.185877123,93,339,0.341521559,"[907, 1, 4, 1, 1, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004530358,"[309, 4, 10, 2, 0, 0, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022954092,"[['1455', '4'], ['284', '3'], ['1456', '3']]",4,10,Cre02_g146050_t1_2
82,226,288,3.79964038,0.00101995,0.2631828,0,9,10,FALSE,0,,UTP:L-glutamine amido-ligase (ADP-forming),158.1111111,9,0,0,0.84446442,,,R_UTGAL,,,reaction,FALSE,0,UTP:L-glutamine amido-ligase (ADP-forming),13621668,0.2019423,,UTP:L-glutamine amido-ligase (ADP-forming),CRv4_Au5_s9_g15596_t1,Cre09_g406050_t1_2|PACid:26895706,281,Cre09.g406050,28,1154,0.024664583,15,272,0.057279734,66,331,0.231792699,"[1124, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001492278,"[271, 14, 4, 6, 7, 3, 9, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.049375929,"[['288', '9'], ['290', '7']]",9,16,Cre09_g406050_t1_2
83,228,290,3.93424095,0.000436,0.25417864,0,7,10,FALSE,0,,UTP:ammonia ligase (ADP-forming),143.8571429,7,0,0,0.83698661,,,R_UTAL,,,reaction,FALSE,0,UTP:ammonia ligase (ADP-forming),4687670,0.21810251,,UTP:ammonia ligase (ADP-forming),CRv4_Au5_s9_g15596_t1,Cre09_g406050_t1_2|PACid:26895706,281,Cre09.g406050,28,1154,0.024664583,15,272,0.057279734,66,331,0.231792699,"[1124, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001492278,"[271, 14, 4, 6, 7, 3, 9, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.049375929,"[['288', '9'], ['290', '7']]",9,16,Cre09_g406050_t1_2
84,229,291,5.08656563,6.03E-05,0.1965963,0,4,12,FALSE,0,,uracil phosphoribosyltransferase,28.5,4,0,0,0.77296858,,,R_UPRT,,,reaction,FALSE,0,uracil phosphoribosyltransferase,98192,0.28061224,,uracil phosphoribosyltransferase,CRv4_Au5_s16_g6690_t1,Cre16_g681850_t1_2|PACid:26892153,50,Cre16.g681850,11,889,0.012476658,31,220,0.156079255,50,229,0.258052627,"[891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[208, 6, 1, 1, 3, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021358543,"[['315', '5'], ['340', '5'], ['304', '5'], ['285', '5'], ['327', '5'], ['309', '5'], ['307', '5'], ['323', '5'], ['316', '5'], ['291', '4'], ['303', '5'], ['312', '5'], ['308', '5'], ['333', '5'], ['351', '5'], ['324', '5'], ['325', '5'], ['289', '5'], ['332', '5']]",5,94,Cre16_g681850_t1_2
85,238,300,5.10095042,0.000327,0.1960419,0,4,12,FALSE,0,,orotate phosphoribosyltransferase,24,4,0,0,0.77216942,,,R_ORPRT,,,reaction,FALSE,0,orotate phosphoribosyltransferase,835516,0.28395062,,orotate phosphoribosyltransferase,CRv4_Au5_s1_g1947_t1,Cre01_g048950_t1_2|PACid:26903970,184,Cre01.g048950,7,685,0.010289235,6,140,0.044130375,39,197,0.22985249,"[1008, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001233563,"[259, 12, 0, 4, 1, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028011204,"[['301', '4'], ['300', '4'], ['1553', '5']]",5,13,Cre01_g048950_t1_2
86,239,301,4.04264064,0.000723,0.24736307,0,4,10,FALSE,0,,orotidine-5'-phosphate decarboxylase,143.75,4,0,0,0.83096441,,,R_ORPDC,,,reaction,FALSE,0,orotidine-5'-phosphate decarboxylase,3917774,0.26435185,,orotidine-5'-phosphate decarboxylase,CRv4_Au5_s1_g1947_t1,Cre01_g048950_t1_2|PACid:26903970,184,Cre01.g048950,7,685,0.010289235,6,140,0.044130375,39,197,0.22985249,"[1008, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001233563,"[259, 12, 0, 4, 1, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028011204,"[['301', '4'], ['300', '4'], ['1553', '5']]",5,13,Cre01_g048950_t1_2
87,1491,1553,4.01746725,0.0017096,0.24891304,0,5,10,FALSE,0,,5-fluorouracil phosphoribosyltransferase,123.8,5,0,0,0.83236293,,,R_5FLURAPRT,,,reaction,FALSE,0,5-fluorouracil phosphoribosyltransferase,6350438,0.21619718,CRv4_Au5_s1_g1947_t1,5-fluorouracil phosphoribosyltransferase,CRv4_Au5_s1_g1947_t1,Cre01_g048950_t1_2|PACid:26903970,184,Cre01.g048950,7,685,0.010289235,6,140,0.044130375,39,197,0.22985249,"[1008, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001233563,"[259, 12, 0, 4, 1, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028011204,"[['301', '4'], ['300', '4'], ['1553', '5']]",5,13,Cre01_g048950_t1_2
88,260,322,5.25301824,0.000683,0.19036675,0,4,12,FALSE,0,,dihydroorotase,52.5,4,0,0,0.76372121,,,R_DHR,,,reaction,FALSE,0,dihydroorotase,17669816,0.30116959,CRv4_Au5_s11_g2423_t1,dihydroorotase,CRv4_Au5_s11_g2423_t1,Cre11_g467550_t1_2|PACid:26890030,304,Cre11.g467550,20,770,0.026434454,19,156,0.132904842,53,235,0.268266472,"[750, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002819597,"[193, 12, 1, 6, 5, 5, 1, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.047235779,"[['322', '4']]",4,4,Cre11_g467550_t1_2
89,269,331,3.88954534,0.000771,0.25709946,0,5,10,FALSE,0,,Deoxycytidine aminohydrolase,190.6,5,0,0,0.8394697,,,R_DCAH,,,reaction,FALSE,0,Deoxycytidine aminohydrolase,7341476,0.2755814,,Deoxycytidine aminohydrolase,CRv4_Au5_s13_g4476_t1,Cre13_g570550_t1_2|PACid:26899156,279,Cre13.g570550,29,541,0.055616527,25,136,0.210875544,44,173,0.310630077,"[614, 1, 3, 1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005783007,"[173, 4, 3, 2, 4, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028402286,"[['331', '5'], ['339', '5']]",5,10,Cre13_g570550_t1_2
90,277,339,3.88954534,0.000319,0.25709946,0,5,10,FALSE,0,,cytidine deaminase,194.2,5,0,0,0.8394697,,,R_CDDA,,,reaction,FALSE,0,cytidine deaminase,7322994,0.28081395,CRv4_Au5_s13_g4476_t1,cytidine deaminase,CRv4_Au5_s13_g4476_t1,Cre13_g570550_t1_2|PACid:26899156,279,Cre13.g570550,29,541,0.055616527,25,136,0.210875544,44,173,0.310630077,"[614, 1, 3, 1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005783007,"[173, 4, 3, 2, 4, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028402286,"[['331', '5'], ['339', '5']]",5,10,Cre13_g570550_t1_2
91,293,355,5.6275366,0.000106,0.17769764,0,4,12,FALSE,0,,"aspartate carbamoyltransferase, mitochondria",8.75,4,0,0,0.74291463,,,R_ASPCTm,,,reaction,FALSE,0,"aspartate carbamoyltransferase, mitochondria",1854238,0.26724138,,"aspartate carbamoyltransferase, mitochondria",CRv4_Au5_s2_g8400_t1,Cre02_g079700_t1_2|PACid:26900029,49,Cre02.g079700,28,732,0.0392613,12,161,0.078502967,37,215,0.195495218,"[728, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000931149,"[199, 2, 3, 0, 4, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022584308,"[['356', '4'], ['355', '4']]",4,8,Cre02_g079700_t1_2
92,294,356,4.59696892,0.000561,0.21753464,0,4,10,FALSE,0,,"aspartate carbamoyltransferase, cytosol",39.75,4,0,0,0.80016839,,,R_ASPCT,,,reaction,FALSE,0,"aspartate carbamoyltransferase, cytosol",1307858,0.26182432,CRv4_Au5_s2_g8400_t1,"aspartate carbamoyltransferase, cytosol",CRv4_Au5_s2_g8400_t1,Cre02_g079700_t1_2|PACid:26900029,49,Cre02.g079700,28,732,0.0392613,12,161,0.078502967,37,215,0.195495218,"[728, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000931149,"[199, 2, 3, 0, 4, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022584308,"[['356', '4'], ['355', '4']]",4,8,Cre02_g079700_t1_2
93,300,362,5.23863344,0.000731,0.19088948,0,6,12,FALSE,0,,urate oxidase,37.16666667,6,0,0,0.76452036,,,R_URO,,,reaction,FALSE,0,urate oxidase,18319042,0.21027132,CRv4_Au5_s12_g3172_t1,urate oxidase,CRv4_Au5_s12_g3172_t1,Cre12_g504950_t1_2|PACid:26907805,680,Cre12.g504950,24,583,0.042339283,8,141,0.058998464,32,152,0.247109401,"[579, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001057451,"[137, 7, 2, 0, 0, 0, 3, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033995416,"[['362', '6']]",6,6,Cre12_g504950_t1_2
94,301,363,5.25147701,0.0010654,0.19042262,0,5,12,FALSE,0,,ureidoglycine aminohydrolase,45,5,0,0,0.76380683,,,R_UGAH,,,reaction,FALSE,0,ureidoglycine aminohydrolase,34543972,0.25433526,,ureidoglycine aminohydrolase,CRv4_Au5_s13_g4678_t1,Cre13_g580700_t1_3|PACid:26898684,589,Cre13.g580700,69,832,0.087886691,23,173,0.146339902,82,296,0.345776219,"[1017, 10, 8, 2, 0, 5, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007678334,"[313, 16, 13, 3, 0, 4, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034931009,"[['441', '6'], ['363', '5']]",6,11,Cre13_g580700_t1_3
95,379,441,5.22989982,0.00170662,0.19120825,0,6,12,FALSE,0,,allantoate amidinohydrolase (decarboxylating),41.5,6,0,0,0.76500557,,,R_ATAH_LPAREN_co2_RPAREN_,,,reaction,FALSE,0,allantoate amidinohydrolase (decarboxylating),80215884,0.22375691,CRv4_Au5_s13_g4678_t1,allantoate amidinohydrolase (decarboxylating),CRv4_Au5_s13_g4678_t1,Cre13_g580700_t1_3|PACid:26898684,589,Cre13.g580700,69,832,0.087886691,23,173,0.146339902,82,296,0.345776219,"[1017, 10, 8, 2, 0, 5, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007678334,"[313, 16, 13, 3, 0, 4, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034931009,"[['441', '6'], ['363', '5']]",6,11,Cre13_g580700_t1_3
96,306,368,4.61905985,0.0012692,0.21649427,0,9,12,FALSE,0,,"phosphoribosylformylglycinamidine synthase, chloroplast",74.22222222,9,0,0,0.79894112,,,R_PRFGSh,,,reaction,FALSE,0,"phosphoribosylformylglycinamidine synthase, chloroplast",16074470,0.16794088,,"phosphoribosylformylglycinamidine synthase, chloroplast",CRv4_Au5_s8_g14760_t1,Cre08_g364800_t1_2|PACid:26888009,470,Cre08.g364800,47,2753,0.017269593,25,591,0.043540954,98,818,0.130532221,"[2708, 7, 3, 0, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001482825,"[718, 35, 11, 10, 8, 14, 6, 3, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030831921,"[['368', '9'], ['369', '9']]",9,18,Cre08_g364800_t1_2
97,307,369,3.80220909,0.00160178,0.263005,0,9,10,FALSE,0,,phosphoribosylformylglycinamidine synthase,155.5555556,9,0,0,0.84432172,,,R_PRFGS,,,reaction,FALSE,0,phosphoribosylformylglycinamidine synthase,13495482,0.19916953,CRv4_Au5_s8_g14760_t1,phosphoribosylformylglycinamidine synthase,CRv4_Au5_s8_g14760_t1,Cre08_g364800_t1_2|PACid:26888009,470,Cre08.g364800,47,2753,0.017269593,25,591,0.043540954,98,818,0.130532221,"[2708, 7, 3, 0, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001482825,"[718, 35, 11, 10, 8, 14, 6, 3, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030831921,"[['368', '9'], ['369', '9']]",9,18,Cre08_g364800_t1_2
98,308,370,4.83123555,0.000542,0.20698639,0,6,12,FALSE,0,,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplast",70.33333333,6,0,0,0.78715358,,,R_PRFGCLh,,,reaction,FALSE,0,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplast",10390794,0.23663254,,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplast",CRv4_Au5_s7_g13810_t1,Cre07_g318750_t1_2|PACid:26889535,246,Cre07.g318750,12,737,0.016461566,7,151,0.047852217,28,213,0.144527929,"[732, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000650033,"[190, 10, 4, 7, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027359781,"[['371', '5'], ['642', '5'], ['370', '6'], ['645', '6']]",6,22,Cre07_g318750_t1_2
99,309,371,4.4520935,0.000274,0.22461343,0,5,10,FALSE,0,,phosphoribosylformylglycinamidine cyclo-ligase,85.2,5,0,0,0.80821703,,,R_PRFGCL,,,reaction,FALSE,0,phosphoribosylformylglycinamidine cyclo-ligase,982974,0.32635659,,phosphoribosylformylglycinamidine cyclo-ligase,CRv4_Au5_s7_g13810_t1,Cre07_g318750_t1_2|PACid:26889535,246,Cre07.g318750,12,737,0.016461566,7,151,0.047852217,28,213,0.144527929,"[732, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000650033,"[190, 10, 4, 7, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027359781,"[['371', '5'], ['642', '5'], ['370', '6'], ['645', '6']]",6,22,Cre07_g318750_t1_2
100,313,375,4.89237092,0.000487,0.20439987,0,4,12,FALSE,0,,"phosphoribosylaminoimidazole carboxylase, chloroplast",69.75,4,0,0,0.78375717,,,R_PRAICh,,,reaction,FALSE,0,"phosphoribosylaminoimidazole carboxylase, chloroplast",17583248,0.26647287,,"phosphoribosylaminoimidazole carboxylase, chloroplast",CRv4_Au5_s12_g3139_t1,Cre12_g503300_t1_2|PACid:26907816,252,Cre12.g503300,39,1290,0.030858783,17,249,0.071583043,75,389,0.222864492,"[1289, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000652583,"[348, 3, 5, 10, 2, 6, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.036310821,"[['375', '4'], ['376', '4']]",4,8,Cre12_g503300_t1_2
101,314,376,4.04572309,0.000628,0.2471746,0,4,10,FALSE,0,,"phosphoribosylaminoimidazole carboxylase, cytosol",139.75,4,0,0,0.83079316,,,R_PRAIC,,,reaction,FALSE,0,"phosphoribosylaminoimidazole carboxylase, cytosol",3624212,0.25886194,CRv4_Au5_s12_g3139_t1,"phosphoribosylaminoimidazole carboxylase, cytosol",CRv4_Au5_s12_g3139_t1,Cre12_g503300_t1_2|PACid:26907816,252,Cre12.g503300,39,1290,0.030858783,17,249,0.071583043,75,389,0.222864492,"[1289, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000652583,"[348, 3, 5, 10, 2, 6, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.036310821,"[['375', '4'], ['376', '4']]",4,8,Cre12_g503300_t1_2
102,325,387,5.23760596,0.000826,0.19092692,0,6,12,FALSE,0,,"IMP dehydrogenase, mitochondria",46.83333333,6,0,0,0.76457745,,,R_IMPDm,,,reaction,FALSE,0,"IMP dehydrogenase, mitochondria",57505346,0.25605214,,"IMP dehydrogenase, mitochondria",CRv4_Au5_s14_g5347_t1,Cre14_g614300_t1_2|PACid:26891007,112,Cre14.g614300,30,1003,0.030523032,21,201,0.112509985,56,295,0.218875354,"[1003, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001051463,"[263, 9, 5, 3, 5, 4, 4, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03840689,"[['1551', '6'], ['387', '6'], ['388', '6']]",6,18,Cre14_g614300_t1_2
103,326,388,3.87361932,0.000574,0.2581565,0,6,10,FALSE,0,,IMP dehydrogenase,180.5,6,0,0,0.84035448,,,R_IMPD,,,reaction,FALSE,0,IMP dehydrogenase,12330604,0.25827338,,IMP dehydrogenase,CRv4_Au5_s14_g5347_t1,Cre14_g614300_t1_2|PACid:26891007,112,Cre14.g614300,30,1003,0.030523032,21,201,0.112509985,56,295,0.218875354,"[1003, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001051463,"[263, 9, 5, 3, 5, 4, 4, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03840689,"[['1551', '6'], ['387', '6'], ['388', '6']]",6,18,Cre14_g614300_t1_2
104,1489,1551,3.87310557,0.00102419,0.25819074,0,6,10,FALSE,0,,6-thioinosine 5'-monophosphate:NAD oxidoreductase,178.6666667,6,0,0,0.84038302,,,R_6TINS5MPOR,,,reaction,FALSE,0,6-thioinosine 5'-monophosphate:NAD oxidoreductase,12352692,0.25637326,CRv4_Au5_s14_g5347_t1,6-thioinosine 5'-monophosphate:NAD oxidoreductase,CRv4_Au5_s14_g5347_t1,Cre14_g614300_t1_2|PACid:26891007,112,Cre14.g614300,30,1003,0.030523032,21,201,0.112509985,56,295,0.218875354,"[1003, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001051463,"[263, 9, 5, 3, 5, 4, 4, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03840689,"[['1551', '6'], ['387', '6'], ['388', '6']]",6,18,Cre14_g614300_t1_2
105,337,399,4.60981248,8.97E-05,0.21692856,0,4,10,FALSE,0,,ATP:GTP 3'-diphosphotransferase,58.5,4,0,0,0.79945486,,,R_GTPDPK,,,reaction,FALSE,0,ATP:GTP 3'-diphosphotransferase,388998,0.30748663,,ATP:GTP 3'-diphosphotransferase,CRv4_Au5_s3_g10351_t1,Cre03_g159800_t1_2|PACid:26902494,672,Cre03.g159800,40,1420,0.02871164,48,358,0.147714914,126,426,0.376109821,"[1413, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01168027,"[402, 6, 0, 1, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] ",7.86E-05,"[['411', '4'], ['399', '4']]",4,8,Cre03_g159800_t1_2
